framework,group,projeto,readability,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,?,numberOfJavaFiles,lifetime,lifetime per commit
Android,TOP,googlesamples/android-TextLinkify,0.0005243770756351296,9,8,9,7,138,11,52,74,0,0,0,0,10,18,8,46,0,47,29,6,47,0,0,1,2,44,0,859,102,310,124,149,448,0,0,0,155,219,119,100,0,0,0,0,0,20,15,20,7,0,0,5,0,0,0,15,355,61,56,61,46,8,2072,82.88
Android,TOP,googlesamples/android-TextSwitcher,1.9248545868322253e-05,8,7,8,6,66,5,35,23,0,0,0,0,11,18,8,45,0,46,28,8,46,0,0,1,1,44,0,768,93,301,120,149,374,0,0,0,153,215,116,99,0,0,0,0,0,19,14,19,6,0,0,5,0,0,0,12,343,60,55,60,45,7,2072,82.88
Android,TOP,googlesamples/android-unsplash,0.04272831365233287,18,18,18,16,102,0,86,12,0,0,0,0,28,6,17,115,0,117,111,59,117,0,1,19,10,87,0,1755,230,1159,537,566,370,0,0,0,635,819,457,362,0,0,0,0,0,34,34,36,23,0,0,12,0,0,0,7,472,168,162,174,130,16,1463,39.54054054054054
Android,TOP,googlesamples/android-vision,0.0017208589579240652,70,70,72,48,649,33,406,170,0,0,0,0,148,12,96,544,0,572,560,332,572,0,61,84,42,385,0,12672,1526,6872,2725,3603,4283,0,0,0,3545,4895,2398,2497,0,0,0,0,0,202,202,217,103,0,0,84,0,0,0,9,2673,1118,1106,1193,645,48,1793,23.285714285714285
Android,TOP,googlesamples/android-WatchFace,8.709829382817534e-05,29,27,30,17,250,29,181,33,0,0,0,0,55,14,82,234,0,234,222,163,236,0,9,57,10,160,0,4930,814,3186,1275,1846,1024,0,0,0,1685,2139,1061,1078,0,0,0,0,0,72,69,79,31,0,0,24,0,0,0,1,725,447,431,465,253,17,1973,56.371428571428574
Android,TOP,googlesamples/android-XYZTouristAttractions,6.357949961157929e-05,29,28,32,18,209,11,161,26,0,0,0,0,36,26,72,125,0,128,102,44,128,0,8,22,8,90,0,2777,387,1816,860,1010,587,0,0,0,998,1255,755,500,0,0,0,0,0,65,61,74,28,0,0,26,0,0,0,3,680,242,236,268,141,18,1863,66.53571428571429
Android,TOP,googlesamples/androidtv-Leanback,0.024428560181772092,47,47,49,38,436,16,374,36,0,0,0,0,75,9,99,242,0,244,235,89,244,0,4,40,23,177,0,4768,625,3333,1523,1800,859,0,0,0,1738,2158,1273,885,0,0,0,0,0,92,91,103,43,0,0,43,0,0,0,8,1224,365,361,388,247,38,2147,7.864468864468864
Android,TOP,googlesamples/androidtv-sample-inputs,0.007230347463411232,99,96,104,59,741,4,629,86,0,0,0,0,121,51,218,720,0,774,723,282,774,0,49,79,5,641,0,13213,1198,8936,3390,4927,3130,0,0,0,4342,5878,2864,3014,0,0,0,0,0,323,317,346,111,0,0,88,0,0,0,16,2196,1421,1411,1530,838,59,1993,9.226851851851851
Android,TOP,googlesamples/easypermissions,0.01056536874135158,30,30,30,26,203,9,165,14,0,0,0,0,37,20,40,242,0,252,232,91,252,0,15,21,6,210,0,3367,587,2366,1146,1027,414,0,0,0,1128,1489,827,662,0,0,0,0,0,78,78,80,42,0,0,26,0,0,0,1,379,336,336,341,264,28,1601,9.045197740112995
Android,TOP,googlesamples/google-services,0.03237367309766876,20,20,24,16,226,12,155,54,0,0,0,0,32,2,31,101,0,101,99,30,101,0,0,37,14,50,0,2059,314,1246,548,653,503,0,0,0,701,883,489,394,0,0,0,0,0,48,40,54,23,0,0,21,0,0,0,9,547,172,162,181,108,17,1862,2.909375
Android,TOP,googlesamples/leanback-showcase,0.018771714351159617,150,140,158,118,949,29,814,66,0,0,0,0,288,30,206,865,0,916,888,331,918,0,102,109,58,649,0,14903,2109,9232,4336,4269,3586,0,0,0,4842,6320,3743,2577,0,0,0,0,0,343,304,363,187,0,0,103,0,0,0,76,5986,1375,1328,1441,942,154,1455,31.630434782608695
